temp_out,statetime
45.0,"2019-10-21 13:29:32"
46.0,"2019-10-21 13:29:03"
45.0,"2019-10-21 13:28:02"
46.0,"2019-10-21 13:27:02"
45.0,"2019-10-21 13:25:02"
46.0,"2019-10-21 13:24:02"
45.0,"2019-10-21 13:23:02"
46.0,"2019-10-21 13:22:02"
45.0,"2019-10-21 13:13:32"
43.0,"2019-10-21 13:12:02"
42.0,"2019-10-21 13:11:02"
41.0,"2019-10-21 13:10:02"
39.0,"2019-10-21 13:09:32"
38.0,"2019-10-21 13:09:02"
37.0,"2019-10-21 13:08:32"
36.0,"2019-10-21 13:06:32"
35.0,"2019-10-21 13:06:02"
36.0,"2019-10-21 13:05:02"
35.0,"2019-10-21 13:04:32"
36.0,"2019-10-21 13:04:02"
35.0,"2019-10-21 13:03:32"
36.0,"2019-10-21 13:02:32"
35.0,"2019-10-21 13:02:02"
36.0,"2019-10-21 13:00:02"
35.0,"2019-10-21 12:57:02"
36.0,"2019-10-21 12:56:02"
35.0,"2019-10-21 12:49:02"
36.0,"2019-10-21 12:48:02"
35.0,"2019-10-21 12:47:32"
36.0,"2019-10-21 12:47:02"
35.0,"2019-10-21 12:46:32"
36.0,"2019-10-21 12:46:02"
35.0,"2019-10-21 12:42:32"
36.0,"2019-10-21 12:40:32"
35.0,"2019-10-21 12:39:32"
36.0,"2019-10-21 12:38:02"
35.0,"2019-10-21 12:35:32"
36.0,"2019-10-21 12:34:32"
35.0,"2019-10-21 12:16:02"
34.0,"2019-10-21 12:15:32"
35.0,"2019-10-21 12:12:02"
34.0,"2019-10-21 12:11:32"
35.0,"2019-10-21 12:10:02"
34.0,"2019-10-21 12:08:32"
35.0,"2019-10-21 12:05:05"
34.0,"2019-10-21 11:59:32"
35.0,"2019-10-21 11:59:02"
34.0,"2019-10-21 11:45:02"
33.0,"2019-10-21 11:26:02"
32.0,"2019-10-21 11:13:02"
31.0,"2019-10-21 11:12:02"
32.0,"2019-10-21 11:08:02"
31.0,"2019-10-21 11:06:02"
32.0,"2019-10-21 11:05:32"
31.0,"2019-10-21 11:00:32"
30.0,"2019-10-21 10:59:32"
31.0,"2019-10-21 10:56:32"
30.0,"2019-10-21 10:52:02"
31.0,"2019-10-21 10:51:02"
30.0,"2019-10-21 10:14:32"
29.0,"2019-10-21 10:00:32"
28.0,"2019-10-21 09:57:02"
29.0,"2019-10-21 09:56:32"
28.0,"2019-10-21 09:10:02"
27.0,"2019-10-21 09:08:32"
28.0,"2019-10-21 09:07:32"
27.0,"2019-10-21 09:07:02"
28.0,"2019-10-21 09:06:32"
27.0,"2019-10-21 08:45:32"
26.0,"2019-10-21 08:06:32"
25.0,"2019-10-21 07:40:32"
26.0,"2019-10-21 07:40:02"
25.0,"2019-10-21 07:28:02"
24.0,"2019-10-21 06:57:02"
25.0,"2019-10-21 06:56:32"
24.0,"2019-10-21 06:20:32"
23.0,"2019-10-21 06:19:32"
24.0,"2019-10-21 06:19:02"
23.0,"2019-10-21 05:53:32"
22.0,"2019-10-21 05:53:02"
23.0,"2019-10-21 05:52:32"
22.0,"2019-10-21 04:30:32"
23.0,"2019-10-21 04:30:02"
22.0,"2019-10-21 03:17:02"
23.0,"2019-10-21 03:16:32"
22.0,"2019-10-21 01:24:32"
23.0,"2019-10-21 01:23:32"
22.0,"2019-10-21 01:23:02"
23.0,"2019-10-21 01:22:02"
22.0,"2019-10-21 01:19:32"
23.0,"2019-10-21 01:19:02"
22.0,"2019-10-21 01:18:02"
23.0,"2019-10-21 01:17:32"
22.0,"2019-10-21 01:16:02"
23.0,"2019-10-21 01:11:02"
22.0,"2019-10-21 01:10:02"
23.0,"2019-10-21 00:03:32"
24.0,"2019-10-21 00:03:02"
23.0,"2019-10-20 23:36:02"
24.0,"2019-10-20 23:35:02"
23.0,"2019-10-20 23:34:32"
24.0,"2019-10-20 23:32:02"
23.0,"2019-10-20 23:31:02"
24.0,"2019-10-20 23:30:02"
23.0,"2019-10-20 23:27:32"
24.0,"2019-10-20 23:26:32"
23.0,"2019-10-20 23:18:32"
24.0,"2019-10-20 23:18:02"
23.0,"2019-10-20 23:16:32"
24.0,"2019-10-20 22:54:32"
23.0,"2019-10-20 22:37:32"
24.0,"2019-10-20 20:38:02"
25.0,"2019-10-20 20:32:32"
24.0,"2019-10-20 20:30:02"
25.0,"2019-10-20 20:28:02"
24.0,"2019-10-20 20:27:02"
25.0,"2019-10-20 20:26:02"
24.0,"2019-10-20 20:25:32"
25.0,"2019-10-20 20:25:02"
24.0,"2019-10-20 20:23:02"
25.0,"2019-10-20 20:21:02"
24.0,"2019-10-20 20:20:32"
25.0,"2019-10-20 18:47:02"
26.0,"2019-10-20 18:46:32"
25.0,"2019-10-20 18:45:02"
26.0,"2019-10-20 18:38:02"
25.0,"2019-10-20 18:33:02"
26.0,"2019-10-20 18:31:32"
25.0,"2019-10-20 18:30:02"
26.0,"2019-10-20 18:13:32"
25.0,"2019-10-20 18:12:32"
26.0,"2019-10-20 18:10:32"
25.0,"2019-10-20 18:08:02"
26.0,"2019-10-20 18:07:32"
25.0,"2019-10-20 18:05:02"
26.0,"2019-10-20 18:04:32"
25.0,"2019-10-20 18:04:02"
26.0,"2019-10-20 17:10:01"
27.0,"2019-10-20 16:44:01"
28.0,"2019-10-20 16:41:01"
27.0,"2019-10-20 16:21:31"
28.0,"2019-10-20 16:20:01"
27.0,"2019-10-20 16:19:01"
28.0,"2019-10-20 16:16:31"
27.0,"2019-10-20 16:06:31"
28.0,"2019-10-20 15:58:31"
27.0,"2019-10-20 15:53:31"
28.0,"2019-10-20 15:21:31"
29.0,"2019-10-20 15:16:01"
30.0,"2019-10-20 15:15:01"
29.0,"2019-10-20 15:13:31"
30.0,"2019-10-20 15:08:01"
31.0,"2019-10-20 15:03:01"
32.0,"2019-10-20 14:52:31"
33.0,"2019-10-20 14:51:01"
32.0,"2019-10-20 14:50:31"
33.0,"2019-10-20 14:48:31"
34.0,"2019-10-20 14:43:02"
33.0,"2019-10-20 14:42:31"
34.0,"2019-10-20 14:35:31"
35.0,"2019-10-20 14:28:01"
36.0,"2019-10-20 14:24:01"
35.0,"2019-10-20 14:23:31"
36.0,"2019-10-20 14:20:31"
37.0,"2019-10-20 14:19:31"
36.0,"2019-10-20 14:16:31"
37.0,"2019-10-20 14:16:01"
36.0,"2019-10-20 14:14:31"
37.0,"2019-10-20 14:14:01"
36.0,"2019-10-20 14:12:31"
37.0,"2019-10-20 14:12:01"
36.0,"2019-10-20 14:10:31"
35.0,"2019-10-20 14:10:01"
36.0,"2019-10-20 14:06:31"
35.0,"2019-10-20 14:06:01"
36.0,"2019-10-20 14:05:31"
37.0,"2019-10-20 14:04:01"
36.0,"2019-10-20 14:02:01"
37.0,"2019-10-20 14:01:01"
36.0,"2019-10-20 13:55:01"
37.0,"2019-10-20 13:52:01"
36.0,"2019-10-20 13:51:31"
37.0,"2019-10-20 13:51:01"
36.0,"2019-10-20 13:49:31"
37.0,"2019-10-20 13:49:01"
36.0,"2019-10-20 13:48:01"
37.0,"2019-10-20 13:47:01"
36.0,"2019-10-20 13:46:31"
37.0,"2019-10-20 13:41:31"
38.0,"2019-10-20 13:40:31"
37.0,"2019-10-20 13:36:31"
36.0,"2019-10-20 13:35:01"
37.0,"2019-10-20 13:31:01"
36.0,"2019-10-20 13:30:31"
37.0,"2019-10-20 13:22:01"
36.0,"2019-10-20 13:21:31"
37.0,"2019-10-20 13:19:01"
36.0,"2019-10-20 13:17:31"
35.0,"2019-10-20 13:14:02"
34.0,"2019-10-20 13:13:01"
35.0,"2019-10-20 13:12:31"
34.0,"2019-10-20 13:11:31"
33.0,"2019-10-20 13:11:01"
32.0,"2019-10-20 13:10:01"
31.0,"2019-10-20 13:09:01"
30.0,"2019-10-20 13:07:01"
31.0,"2019-10-20 13:04:31"
30.0,"2019-10-20 13:03:01"
31.0,"2019-10-20 12:59:31"
30.0,"2019-10-20 12:19:31"
29.0,"2019-10-20 12:16:31"
30.0,"2019-10-20 12:14:01"
29.0,"2019-10-20 12:13:31"
30.0,"2019-10-20 12:13:01"
29.0,"2019-10-20 12:12:31"
30.0,"2019-10-20 12:07:31"
29.0,"2019-10-20 12:03:31"
30.0,"2019-10-20 12:03:01"
29.0,"2019-10-20 11:50:31"
28.0,"2019-10-20 11:46:01"
29.0,"2019-10-20 11:44:31"
28.0,"2019-10-20 11:33:01"
29.0,"2019-10-20 11:32:31"
28.0,"2019-10-20 10:48:31"
27.0,"2019-10-20 10:47:31"
28.0,"2019-10-20 10:42:01"
27.0,"2019-10-20 10:41:01"
28.0,"2019-10-20 10:40:31"
27.0,"2019-10-20 10:37:01"
28.0,"2019-10-20 10:28:31"
27.0,"2019-10-20 10:26:31"
28.0,"2019-10-20 10:26:01"
27.0,"2019-10-20 10:21:01"
28.0,"2019-10-20 10:20:31"
27.0,"2019-10-20 10:18:03"
28.0,"2019-10-20 10:17:01"
27.0,"2019-10-20 09:49:01"
26.0,"2019-10-20 09:48:31"
27.0,"2019-10-20 09:47:01"
26.0,"2019-10-20 09:29:01"
25.0,"2019-10-20 09:27:31"
26.0,"2019-10-20 09:17:31"
25.0,"2019-10-20 08:37:31"
26.0,"2019-10-20 08:37:01"
25.0,"2019-10-20 08:28:31"
26.0,"2019-10-20 08:28:01"
25.0,"2019-10-20 08:03:31"
24.0,"2019-10-20 08:02:31"
25.0,"2019-10-20 07:59:31"
24.0,"2019-10-20 07:57:31"
25.0,"2019-10-20 07:57:01"
24.0,"2019-10-20 07:34:01"
25.0,"2019-10-20 07:33:31"
24.0,"2019-10-20 06:34:31"
23.0,"2019-10-20 06:32:31"
24.0,"2019-10-20 06:31:31"
23.0,"2019-10-20 06:31:01"
24.0,"2019-10-20 06:27:31"
23.0,"2019-10-20 06:20:01"
24.0,"2019-10-20 06:19:31"
23.0,"2019-10-20 05:48:01"
22.0,"2019-10-20 05:46:01"
23.0,"2019-10-20 05:42:01"
22.0,"2019-10-20 05:16:31"
24.0,"2019-10-20 05:16:01"
22.0,"2019-10-20 04:47:31"
